"","time","pH"
"254",2024-10-14 04:00:00,8.186
"255",2024-10-14 05:00:00,8.165
"256",2024-10-14 06:00:00,8.157
"257",2024-10-14 07:00:00,8.157
"258",2024-10-14 08:00:00,8.157
"259",2024-10-14 09:00:00,8.145
"260",2024-10-14 10:00:00,8.145
"261",2024-10-14 11:00:00,8.146
"262",2024-10-14 12:00:00,8.14262132429285
"263",2024-10-14 13:00:00,8.149
"264",2024-10-14 14:00:00,8.184
"265",2024-10-14 15:00:00,8.184
"266",2024-10-14 16:00:00,8.184
"267",2024-10-14 17:00:00,8.184
"268",2024-10-14 18:00:00,8.195
"269",2024-10-14 19:00:00,8.196
"270",2024-10-14 20:00:00,8.189
"271",2024-10-14 21:00:00,8.177
"272",2024-10-14 22:00:00,8.172
"273",2024-10-14 23:00:00,8.176
"274",2024-10-15,8.196
"275",2024-10-15 01:00:00,8.183
"276",2024-10-15 02:00:00,8.176
"277",2024-10-15 03:00:00,8.145
"278",2024-10-15 04:00:00,8.149
"279",2024-10-15 05:00:00,8.13652670531283
"280",2024-10-15 06:00:00,8.136
"281",2024-10-15 07:00:00,8.145
"282",2024-10-15 08:00:00,8.145
"283",2024-10-15 09:00:00,8.139
"284",2024-10-15 10:00:00,8.14556411801849
"285",2024-10-15 11:00:00,8.139
"286",2024-10-15 12:00:00,8.139
"287",2024-10-15 13:00:00,8.143
"288",2024-10-15 14:00:00,8.146
"289",2024-10-15 15:00:00,8.145
"290",2024-10-15 16:00:00,8.142
"291",2024-10-15 17:00:00,8.147
"292",2024-10-15 18:00:00,8.147
"293",2024-10-15 19:00:00,8.147
"294",2024-10-15 20:00:00,8.14562044820499
"295",2024-10-15 21:00:00,8.147
"296",2024-10-15 22:00:00,8.147
"297",2024-10-15 23:00:00,8.147
"298",2024-10-16,8.147
"299",2024-10-16 01:00:00,8.147
"300",2024-10-16 02:00:00,8.147
"301",2024-10-16 03:00:00,8.155
"302",2024-10-16 04:00:00,8.155
"303",2024-10-16 05:00:00,8.155
"304",2024-10-16 06:00:00,8.155
"305",2024-10-16 07:00:00,8.15470274057373
"306",2024-10-16 08:00:00,8.175
"307",2024-10-16 09:00:00,8.204
"308",2024-10-16 10:00:00,8.20271958522585
"309",2024-10-16 11:00:00,8.197
"310",2024-10-16 12:00:00,8.202
"311",2024-10-16 13:00:00,8.205
"312",2024-10-16 14:00:00,8.201
"313",2024-10-16 15:00:00,8.198
"314",2024-10-16 16:00:00,8.198
"315",2024-10-16 17:00:00,8.207
"316",2024-10-16 18:00:00,8.211
"317",2024-10-16 19:00:00,8.206
"318",2024-10-16 20:00:00,8.20621335990247
"319",2024-10-16 21:00:00,8.209
"320",2024-10-16 22:00:00,8.208
"321",2024-10-16 23:00:00,8.20494160151543
"322",2024-10-17,8.201
"323",2024-10-17 01:00:00,8.205
"324",2024-10-17 02:00:00,8.203
"325",2024-10-17 03:00:00,8.178
"326",2024-10-17 04:00:00,8.16
"327",2024-10-17 05:00:00,8.151
"328",2024-10-17 06:00:00,8.147
"329",2024-10-17 07:00:00,8.14189270041616
"330",2024-10-17 08:00:00,8.149
"331",2024-10-17 09:00:00,8.152
"332",2024-10-17 10:00:00,8.161
"333",2024-10-17 11:00:00,8.158
"334",2024-10-17 12:00:00,8.147
"335",2024-10-17 13:00:00,8.151
"336",2024-10-17 14:00:00,8.155
"337",2024-10-17 15:00:00,8.152
"338",2024-10-17 16:00:00,8.155
"339",2024-10-17 17:00:00,8.156
"340",2024-10-17 18:00:00,8.155
"341",2024-10-17 19:00:00,8.162
"342",2024-10-17 20:00:00,8.16519084893668
"343",2024-10-17 21:00:00,8.162
"344",2024-10-17 22:00:00,8.164
"345",2024-10-17 23:00:00,8.15281216250465
"346",2024-10-18,8.161
"347",2024-10-18 01:00:00,8.161
"348",2024-10-18 02:00:00,8.161
"349",2024-10-18 03:00:00,8.161
"350",2024-10-18 04:00:00,8.159
"351",2024-10-18 05:00:00,8.163
"352",2024-10-18 06:00:00,8.168
"353",2024-10-18 07:00:00,8.168
"354",2024-10-18 08:00:00,8.167
"355",2024-10-18 09:00:00,8.163
"356",2024-10-18 10:00:00,8.163
"357",2024-10-18 11:00:00,8.151
"358",2024-10-18 12:00:00,8.156
"359",2024-10-18 13:00:00,8.147
"360",2024-10-18 14:00:00,8.143
"361",2024-10-18 15:00:00,8.16
"362",2024-10-18 16:00:00,8.1642974594853
"363",2024-10-18 17:00:00,8.16813623588821
"364",2024-10-18 18:00:00,8.149
"365",2024-10-18 19:00:00,8.154
"366",2024-10-18 20:00:00,8.15385089307924
"367",2024-10-18 21:00:00,8.157
"368",2024-10-18 22:00:00,8.147
"369",2024-10-18 23:00:00,8.118
"370",2024-10-19,8.117
"371",2024-10-19 01:00:00,8.113
"372",2024-10-19 02:00:00,8.113
"373",2024-10-19 03:00:00,8.143
"374",2024-10-19 04:00:00,8.129
"375",2024-10-19 05:00:00,8.137
"376",2024-10-19 06:00:00,8.145
"377",2024-10-19 07:00:00,8.148
"378",2024-10-19 08:00:00,8.1096097220027
"379",2024-10-19 09:00:00,8.117
"380",2024-10-19 10:00:00,8.134
"381",2024-10-19 11:00:00,8.147
"382",2024-10-19 12:00:00,8.142
"383",2024-10-19 13:00:00,8.119
"384",2024-10-19 14:00:00,8.147
"385",2024-10-19 15:00:00,8.15
"386",2024-10-19 16:00:00,8.15
"387",2024-10-19 17:00:00,8.152
"388",2024-10-19 18:00:00,8.151
"389",2024-10-19 19:00:00,8.156
"390",2024-10-19 20:00:00,8.15368013608412
"391",2024-10-19 21:00:00,8.154
"392",2024-10-19 22:00:00,8.124
"393",2024-10-19 23:00:00,8.147
"394",2024-10-20,8.143
"395",2024-10-20 01:00:00,8.142
"396",2024-10-20 02:00:00,8.14135593227752
"397",2024-10-20 03:00:00,8.14
"398",2024-10-20 04:00:00,8.12
"399",2024-10-20 05:00:00,8.148
"400",2024-10-20 06:00:00,8.1543848141816
"401",2024-10-20 07:00:00,8.154
"402",2024-10-20 08:00:00,8.15160331075632
"403",2024-10-20 09:00:00,8.14
"404",2024-10-20 10:00:00,8.14
"405",2024-10-20 11:00:00,8.12811625123833
"406",2024-10-20 12:00:00,8.137
"407",2024-10-20 13:00:00,8.148
"408",2024-10-20 14:00:00,8.144
"409",2024-10-20 15:00:00,8.156
"410",2024-10-20 16:00:00,8.158
"411",2024-10-20 17:00:00,8.165
"412",2024-10-20 18:00:00,8.186
"413",2024-10-20 19:00:00,8.185
"414",2024-10-20 20:00:00,8.198
