"","time","O2Concentration_ml_L"
"79",2024-10-06 21:00:00,5.15755506010768
"80",2024-10-06 22:00:00,5.27289476814731
"81",2024-10-06 23:00:00,8.92273014808508
"82",2024-10-07,2.3642145000344
"83",2024-10-07 01:00:00,1.60565004530818
"84",2024-10-07 02:00:00,1.98879960860983
"85",2024-10-07 03:00:00,3.69239907821003
"86",2024-10-07 04:00:00,5.51848682650217
"87",2024-10-07 05:00:00,5.49424704009123
"88",2024-10-07 06:00:00,3.45116955328722
"89",2024-10-07 07:00:00,6.26690003506908
"90",2024-10-07 08:00:00,7.49019285103733
"91",2024-10-07 09:00:00,3.58477440637559
"92",2024-10-07 10:00:00,4.07654986940435
"93",2024-10-07 11:00:00,6.70537818806008
"94",2024-10-07 12:00:00,3.94495060691537
"95",2024-10-07 13:00:00,4.55694830701967
"96",2024-10-07 14:00:00,5.16894600712397
"97",2024-10-07 15:00:00,5.78094370722827
"98",2024-10-07 16:00:00,5.08614313181024
"99",2024-10-07 17:00:00,3.72098614412761
"100",2024-10-07 18:00:00,5.43855256329034
"101",2024-10-07 19:00:00,12.4023888755006
"102",2024-10-07 20:00:00,5.95001143612571
"103",2024-10-07 21:00:00,7.15485682522102
"104",2024-10-07 22:00:00,3.67734457888504
"105",2024-10-07 23:00:00,7.24264156770113
"106",2024-10-08,4.87233401317758
"107",2024-10-08 01:00:00,3.95505246837442
"108",2024-10-08 02:00:00,3.03777092357126
"109",2024-10-08 03:00:00,2.12048937876809
"110",2024-10-08 04:00:00,6.04030683179143
"111",2024-10-08 05:00:00,5.24286285071447
"112",2024-10-08 06:00:00,4.02769495224197
"113",2024-10-08 07:00:00,5.70094542854013
"114",2024-10-08 08:00:00,4.95004377631859
"115",2024-10-08 09:00:00,3.70304259771229
"116",2024-10-08 10:00:00,6.42606035387076
"117",2024-10-08 11:00:00,9.84171005270307
"118",2024-10-08 12:00:00,6.34204198588543
"119",2024-10-08 13:00:00,8.68470259168166
"120",2024-10-08 14:00:00,4.68916237617908
"121",2024-10-08 15:00:00,5.41844750952057
"122",2024-10-08 16:00:00,3.98714836127518
"123",2024-10-08 17:00:00,4.05454195852471
"124",2024-10-08 18:00:00,4.12193555577424
"125",2024-10-08 19:00:00,4.14426869283242
"126",2024-10-08 20:00:00,4.1408115930973
"127",2024-10-08 21:00:00,4.13735449336219
"128",2024-10-08 22:00:00,4.13389739362707
"129",2024-10-08 23:00:00,4.11139017331037
"130",2024-10-09,5.12719860750677
"131",2024-10-09 01:00:00,5.1101703561332
"132",2024-10-09 02:00:00,5.12185840963516
"133",2024-10-09 03:00:00,2.83780014008076
"134",2024-10-09 04:00:00,5.13207936399003
"135",2024-10-09 05:00:00,11.5157454887694
"136",2024-10-09 06:00:00,5.10569853711829
"137",2024-10-09 07:00:00,5.02204507306463
"138",2024-10-09 08:00:00,5.0782312647436
"139",2024-10-09 09:00:00,2.62379200623581
"140",2024-10-09 10:00:00,12.4928044326197
"141",2024-10-09 11:00:00,5.29462692874413
"142",2024-10-09 12:00:00,5.64060921315766
"143",2024-10-09 13:00:00,4.89518212773862
"144",2024-10-09 14:00:00,4.14975504231958
"145",2024-10-09 15:00:00,5.28243935108264
"146",2024-10-09 16:00:00,5.67696833323512
"147",2024-10-09 17:00:00,3.92341301614125
"148",2024-10-09 18:00:00,5.16159283449786
"149",2024-10-09 19:00:00,2.40129912871987
"150",2024-10-09 20:00:00,3.16380595237857
"151",2024-10-09 21:00:00,5.11096636486774
"152",2024-10-09 22:00:00,5.11928523398959
"153",2024-10-09 23:00:00,5.20314349369688
"154",2024-10-10,5.04305758040632
"155",2024-10-10 01:00:00,5.04871696715802
"156",2024-10-10 02:00:00,5.08700583640827
"157",2024-10-10 03:00:00,5.10826138027307
"158",2024-10-10 04:00:00,3.64348896565494
"159",2024-10-10 05:00:00,5.28356201539344
"160",2024-10-10 06:00:00,5.0735297028971
"161",2024-10-10 07:00:00,5.06684858546232
"162",2024-10-10 08:00:00,10.7563527127656
"163",2024-10-10 09:00:00,1.47141519853428
"164",2024-10-10 10:00:00,4.92905293934211
"165",2024-10-10 11:00:00,6.04108649853146
"166",2024-10-10 12:00:00,4.67996499506383
"167",2024-10-10 13:00:00,5.54799667037008
"168",2024-10-10 14:00:00,5.29849663362485
"169",2024-10-10 15:00:00,5.22990508521743
"170",2024-10-10 16:00:00,4.02124768578932
"171",2024-10-10 17:00:00,5.32693775597638
"172",2024-10-10 18:00:00,6.23743395596072
"173",2024-10-10 19:00:00,5.34447401346484
"174",2024-10-10 20:00:00,4.73128571304308
"175",2024-10-10 21:00:00,4.84461433627207
"176",2024-10-10 22:00:00,1.69783017409356
"177",2024-10-10 23:00:00,3.61246805715715
"178",2024-10-11,5.19004552920065
"179",2024-10-11 01:00:00,5.15675541935557
"180",2024-10-11 02:00:00,11.2007586691378
"181",2024-10-11 03:00:00,4.73643353366937
"182",2024-10-11 04:00:00,4.89956825301113
"183",2024-10-11 05:00:00,4.41120914753674
"184",2024-10-11 06:00:00,6.72627376544042
"185",2024-10-11 07:00:00,5.81265057374523
"186",2024-10-11 08:00:00,3.07419947716104
"187",2024-10-11 09:00:00,1.30902578477849
"188",2024-10-11 10:00:00,4.95984378604299
"189",2024-10-11 11:00:00,9.16671483940848
"190",2024-10-11 12:00:00,9.04329310009546
"191",2024-10-11 13:00:00,3.16690327454575
"192",2024-10-11 14:00:00,4.46839683310845
"193",2024-10-11 15:00:00,7.60943054476039
"194",2024-10-11 16:00:00,6.97986453476928
"195",2024-10-11 17:00:00,8.56881538637873
"196",2024-10-11 18:00:00,0.815173559051522
"197",2024-10-11 19:00:00,4.70002606983052
"198",2024-10-11 20:00:00,4.8328638895802
"199",2024-10-11 21:00:00,3.44298499225468
"200",2024-10-11 22:00:00,4.68563733831663
"201",2024-10-11 23:00:00,5.41116250905351
"202",2024-10-12,9.04275175400244
"203",2024-10-12 01:00:00,9.74485655895479
"204",2024-10-12 02:00:00,3.69787791294527
"205",2024-10-12 03:00:00,9.17315043094409
"206",2024-10-12 04:00:00,12.3246975060092
"207",2024-10-12 05:00:00,11.2694437197884
"208",2024-10-12 06:00:00,10.2141899335677
"209",2024-10-12 07:00:00,9.1589361473469
"210",2024-10-12 08:00:00,8.10368236112614
"211",2024-10-12 09:00:00,9.20980598139207
"212",2024-10-12 10:00:00,4.74373242835924
"213",2024-10-12 11:00:00,8.91322410195207
"214",2024-10-12 12:00:00,6.12358262205227
"215",2024-10-12 13:00:00,8.22637354219645
"216",2024-10-12 14:00:00,5.05907260332929
"217",2024-10-12 15:00:00,5.06121507069743
"218",2024-10-12 16:00:00,5.04661964092664
"219",2024-10-12 17:00:00,5.07761472474555
"220",2024-10-12 18:00:00,5.06500077344972
"221",2024-10-12 19:00:00,5.05739009978425
"222",2024-10-12 20:00:00,5.10309948605075
"223",2024-10-12 21:00:00,5.09041974572547
"224",2024-10-12 22:00:00,5.0493753233582
"225",2024-10-12 23:00:00,6.06902165522731
"226",2024-10-13,5.06333066954715
"227",2024-10-13 01:00:00,4.49736826843841
"228",2024-10-13 02:00:00,3.29639643798467
"229",2024-10-13 03:00:00,2.53100376864209
"230",2024-10-13 04:00:00,7.14777781581342
"231",2024-10-13 05:00:00,7.41112275663243
"232",2024-10-13 06:00:00,5.59076067366173
"233",2024-10-13 07:00:00,5.73225609526741
"234",2024-10-13 08:00:00,5.07480522246552
"235",2024-10-13 09:00:00,4.60185392910946
"236",2024-10-13 10:00:00,4.36251978551082
"237",2024-10-13 11:00:00,5.11805265811275
"238",2024-10-13 12:00:00,10.6806646290832
"239",2024-10-13 13:00:00,5.65800845895804
"240",2024-10-13 14:00:00,2.57960490443519
"241",2024-10-13 15:00:00,4.92634552831662
"242",2024-10-13 16:00:00,2.93733055039018
"243",2024-10-13 17:00:00,8.97868595648537
"244",2024-10-13 18:00:00,8.18094955029442
"245",2024-10-13 19:00:00,9.20235736445298
"246",2024-10-13 20:00:00,3.58841071189957
"247",2024-10-13 21:00:00,5.45287251978348
"248",2024-10-13 22:00:00,3.91910299862208
"249",2024-10-13 23:00:00,7.92599268655437
"250",2024-10-14,5.13855831740519
"251",2024-10-14 01:00:00,5.08457147138757
"252",2024-10-14 02:00:00,2.50538691656613
"253",2024-10-14 03:00:00,4.22858618392548
"254",2024-10-14 04:00:00,3.4658480008246
"255",2024-10-14 05:00:00,3.71000284120426
"256",2024-10-14 06:00:00,3.73682721443261
"257",2024-10-14 07:00:00,3.99806567238104
"258",2024-10-14 08:00:00,4.68585221613129
"259",2024-10-14 09:00:00,2.93859443877577
"260",2024-10-14 10:00:00,4.09846928446962
"261",2024-10-14 11:00:00,5.25834413016347
"262",2024-10-14 12:00:00,5.47483588523551
"263",2024-10-14 13:00:00,4.83000018421323
"264",2024-10-14 14:00:00,6.32379873961231
"265",2024-10-14 15:00:00,8.0284176445061
"266",2024-10-14 16:00:00,3.04220252064514
"267",2024-10-14 17:00:00,4.79138782545375
"268",2024-10-14 18:00:00,6.54993293075411
"269",2024-10-14 19:00:00,7.71698417533359
"270",2024-10-14 20:00:00,5.81048506950628
"271",2024-10-14 21:00:00,9.67940104324571
"272",2024-10-14 22:00:00,5.94370109807581
"273",2024-10-14 23:00:00,6.50324660365102
"274",2024-10-15,6.19408417670446
"275",2024-10-15 01:00:00,8.6664855080443
"276",2024-10-15 02:00:00,5.13656203072179
"277",2024-10-15 03:00:00,4.68189943485835
"278",2024-10-15 04:00:00,5.64091842635814
"279",2024-10-15 05:00:00,2.38210073650981
"280",2024-10-15 06:00:00,6.36780746009022
"281",2024-10-15 07:00:00,10.8005210654875
"282",2024-10-15 08:00:00,5.52815803796976
"283",2024-10-15 09:00:00,4.27344546186544
"284",2024-10-15 10:00:00,1.11159880573718
"285",2024-10-15 11:00:00,4.40569475303686
"286",2024-10-15 12:00:00,5.59644369085658
"287",2024-10-15 13:00:00,2.52732552912774
"288",2024-10-15 14:00:00,6.61676695958857
"289",2024-10-15 15:00:00,2.81561247033302
"290",2024-10-15 16:00:00,9.25993515473504
"291",2024-10-15 17:00:00,8.01865917179843
"292",2024-10-15 18:00:00,7.75297167362849
"293",2024-10-15 19:00:00,5.34944618812991
"294",2024-10-15 20:00:00,5.04914943744186
"295",2024-10-15 21:00:00,9.10294948169498
"296",2024-10-15 22:00:00,6.79193004522553
"297",2024-10-15 23:00:00,5.75599979370771
"298",2024-10-16,2.32240672908997
"299",2024-10-16 01:00:00,6.76049272796197
"300",2024-10-16 02:00:00,5.28695398365055
"301",2024-10-16 03:00:00,7.78344179395031
"302",2024-10-16 04:00:00,4.43774835104579
"303",2024-10-16 05:00:00,6.92615410602054
"304",2024-10-16 06:00:00,4.77893983461733
"305",2024-10-16 07:00:00,4.75554837163752
"306",2024-10-16 08:00:00,8.41741635102833
"307",2024-10-16 09:00:00,9.27989702245253
"308",2024-10-16 10:00:00,2.82775322818639
"309",2024-10-16 11:00:00,2.74045226751018
"310",2024-10-16 12:00:00,5.47868317562491
"311",2024-10-16 13:00:00,5.71588322437636
"312",2024-10-16 14:00:00,8.03367286319873
"313",2024-10-16 15:00:00,6.2373634033474
"314",2024-10-16 16:00:00,4.97680182696115
"315",2024-10-16 17:00:00,8.97090463812187
"316",2024-10-16 18:00:00,4.88590690368506
"317",2024-10-16 19:00:00,4.89126728298605
"318",2024-10-16 20:00:00,4.85623691188617
"319",2024-10-16 21:00:00,4.81951147443852
"320",2024-10-16 22:00:00,4.87679174017609
"321",2024-10-16 23:00:00,4.94519114120832
"322",2024-10-17,5.03322762531713
"323",2024-10-17 01:00:00,4.9897702773122
"324",2024-10-17 02:00:00,5.17245655903402
"325",2024-10-17 03:00:00,3.40343142502102
"326",2024-10-17 04:00:00,10.3192214157335
"327",2024-10-17 05:00:00,5.47955896574856
"328",2024-10-17 06:00:00,5.50441058654516
"329",2024-10-17 07:00:00,5.41557778550505
"330",2024-10-17 08:00:00,5.39226228146214
"331",2024-10-17 09:00:00,5.31388136950766
"332",2024-10-17 10:00:00,4.01432364074727
"333",2024-10-17 11:00:00,5.36112761041118
"334",2024-10-17 12:00:00,5.4637485832089
"335",2024-10-17 13:00:00,5.46017984921045
"336",2024-10-17 14:00:00,5.42295217878214
"337",2024-10-17 15:00:00,5.48863833523147
"338",2024-10-17 16:00:00,5.47388390932744
"339",2024-10-17 17:00:00,5.48976645959497
"340",2024-10-17 18:00:00,5.46449738965572
"341",2024-10-17 19:00:00,5.4118908066593
"342",2024-10-17 20:00:00,5.37092309508973
"343",2024-10-17 21:00:00,5.41120091869085
"344",2024-10-17 22:00:00,5.46111244070981
"345",2024-10-17 23:00:00,5.52187154139817
"346",2024-10-18,5.51631310078885
"347",2024-10-18 01:00:00,5.5251731899762
"348",2024-10-18 02:00:00,5.50408104776302
"349",2024-10-18 03:00:00,5.50132078602913
"350",2024-10-18 04:00:00,5.43578728920456
"351",2024-10-18 05:00:00,5.42164239659384
"352",2024-10-18 06:00:00,5.38583137143387
"353",2024-10-18 07:00:00,5.393535289341
"354",2024-10-18 08:00:00,5.39185441345202
"355",2024-10-18 09:00:00,2.71794604957271
"356",2024-10-18 10:00:00,5.3829883932757
"357",2024-10-18 11:00:00,5.44794677654303
"358",2024-10-18 12:00:00,5.31858128050419
"359",2024-10-18 13:00:00,5.33187742048986
"360",2024-10-18 14:00:00,2.84316662445413
"361",2024-10-18 15:00:00,4.30045631719509
"362",2024-10-18 16:00:00,5.25147412201647
"363",2024-10-18 17:00:00,1.65780355444476
"364",2024-10-18 18:00:00,5.60460408051008
"365",2024-10-18 19:00:00,11.0951689255668
"366",2024-10-18 20:00:00,8.16737566545488
"367",2024-10-18 21:00:00,10.7688522609972
"368",2024-10-18 22:00:00,5.73429540470639
"369",2024-10-18 23:00:00,5.50350431120654
"370",2024-10-19,5.45457337114544
"371",2024-10-19 01:00:00,5.44309091361991
"372",2024-10-19 02:00:00,5.44927086725671
"373",2024-10-19 03:00:00,5.63874211779732
"374",2024-10-19 04:00:00,5.61349976568038
"375",2024-10-19 05:00:00,5.4096661055983
"376",2024-10-19 06:00:00,9.21483438881054
"377",2024-10-19 07:00:00,5.44767579747452
"378",2024-10-19 08:00:00,2.85056839223622
"379",2024-10-19 09:00:00,1.93828738300355
"380",2024-10-19 10:00:00,5.38239712873106
"381",2024-10-19 11:00:00,5.43788419921846
"382",2024-10-19 12:00:00,5.40784815043334
"383",2024-10-19 13:00:00,5.57501972204467
"384",2024-10-19 14:00:00,5.60290078905681
"385",2024-10-19 15:00:00,5.57391257629078
"386",2024-10-19 16:00:00,5.5764170820168
"387",2024-10-19 17:00:00,5.44417268295062
"388",2024-10-19 18:00:00,5.39909377337259
"389",2024-10-19 19:00:00,5.61072825398111
"390",2024-10-19 20:00:00,5.50844092138669
"391",2024-10-19 21:00:00,5.53033786382031
"392",2024-10-19 22:00:00,5.56326754523366
"393",2024-10-19 23:00:00,5.49950873371116
"394",2024-10-20,5.48905690939074
"395",2024-10-20 01:00:00,5.41099362893704
"396",2024-10-20 02:00:00,5.43471157264833
"397",2024-10-20 03:00:00,5.54213205047276
"398",2024-10-20 04:00:00,5.5679550099461
"399",2024-10-20 05:00:00,5.46451892628504
"400",2024-10-20 06:00:00,1.12173021535131
"401",2024-10-20 07:00:00,6.45506286652391
"402",2024-10-20 08:00:00,5.60352775441598
"403",2024-10-20 09:00:00,5.65558377929207
"404",2024-10-20 10:00:00,5.64929523114152
"405",2024-10-20 11:00:00,5.94829392681743
"406",2024-10-20 12:00:00,9.10676641310189
"407",2024-10-20 13:00:00,5.97934737955543
"408",2024-10-20 14:00:00,6.36456941725466
"409",2024-10-20 15:00:00,5.76793049557068
"410",2024-10-20 16:00:00,5.84727869195531
"411",2024-10-20 17:00:00,5.75828469272908
"412",2024-10-20 18:00:00,5.69557921855166
"413",2024-10-20 19:00:00,5.68578431283895
"414",2024-10-20 20:00:00,5.42430343633962
